stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,zone
0211NAS,Naivas,-1.218629,36.895807,,,3
0211NDA,Dawanol,-1.246815652,36.87492102,,,3
0211NDK,Kitindo,-1.326422095,36.89587176,,,0
0211NGE,Engen,-1.174363017,36.97765231,,,3
0211NGI,Pangani/Muthaiga Footbridge,-1.26378715,36.83757663,,,0
0211NGR,Ngara,-1.274601817,36.82399929,0.0,0003NGR,0
0211NIC,Garden City,-1.230581403,36.8779546,,,3
0211NIJ,Jikoni's,-1.229967534,36.84096158,,,3
0211NIV,Aviation,-1.319287419,36.90747499,,,0
0211NNO,Ngorofani,-1.22604847,36.91603392,,,3
0211NOR,Ngorofani,-1.225318909,36.91504419,,,3
0211NPA,Pangani,-1.263776422,36.83761418,,,0
0211NRD,Redeemed Ngemwa,-1.11608076,36.8130827,,,2
0211NUK,Guru Nanak,-1.269013613,36.83247238,,,0
0211NYS,NYS/Utalii,-1.256260872,36.85515583,,,0
0211ODO,Don Bosco,-1.146979808,36.80827618,,,2
0211/OE,KIE/Pioneer/Desai,-1.271642178,36.82829618,,,0
0211OEO,Soko Mawe,-1.255177259,36.87903285,,,3
0211OIN,Ngoingwa,-1.038118333,37.06060499,,,3
0211OOD,Roysambu Footbridge,-1.21691975,36.89422488,,,3
0211OOU,Roysambu Footbridge,-1.21724546,36.89367771,,,3
0211OSL,Allsops,-1.244326562,36.86704874,,,3
0211OTL,Toll,-1.130309701,36.98234618,,,3
0211PCA,PCEA Bishop Gathu,-1.092648982,36.78733349,,,2
0211PIO,KIE/Pioneer/Desai,-1.271544099,36.82832837,,,0
0211POA,Allsops,-1.244544983,36.86672688,,,3
0211POL,Allsops,-1.24568224,36.86744839,,,3
0211PSE,Ruaraka Police Post,-1.244094372,36.88374281,,,3
0211RIA,Sai Raj,-1.243818462,36.88071191,,,3
0211RIT,Gititu Coffee Factory,-1.084237575,36.78226948,,,2
0211RMT,TRM,-1.219841838,36.89090967,,,3
0211RMU,Kiambu Nrb,-1.171676248,36.82795554,,,2
0211RNE,Evergreen,-1.210083961,36.83311343,,,2
0211RSB,Roysambu,-1.219815016,36.8909204,,,3
0211RUI,Ruiru,-1.147707,36.959362,,,3
0211S5K,Barracks/75 Rounda,-1.313397288,36.92292988,,,0
0211SAA,Safari Park/USIU,-1.224975586,36.88545406,,,3
0211SEB,Airbase,-1.315467954,36.92149222,,,0
0211SEO,St. Joseph,-1.255831718,36.98582768,,,3
0211SEW,Sewage Stage,-1.098477244,37.02424765,,,3
0211SHM,Mwisho,-1.244219273,36.88615143,,,3
0211SHP,Shark's Palace,-1.2406,36.84422,,,0
0211SHR,Car Wash,-1.210552186,36.90817505,,,3
0211SLR,Astrol,-1.290818453,36.94725752,,,3
0211SMC,Lucky Summer Junction,-1.240864992,36.88884437,,,3
0211SOW,Clay Works,-1.171363592,36.94795489,,,3
0211SRK,Tusker/Ronald Ngala,-1.285250187,36.8288219,0.0,0011TUS,0
0211SSN,Seasons,-1.218672,36.902619,,,3
0211STD,Stadium,-1.221553087,36.88935935,,,3
0211STM,Stima,-1.223906,36.908177,,,3
0211SYT,Tuskys,-1.317865849,36.91828966,,,0
0211TAI,Muthaiga,-1.25982821,36.84362769,,,0
0211TAM,Transami,-1.325381398,36.89756155,,,0
0211TGA,Ting'ang'a,-1.128688,36.811402,,,2
0211TIG,Kist Stage,-1.184202164,36.83860928,,,2
0211TIR,Itara,-1.185085773,36.83874607,,,2
0211TMQ,Quickmart,-1.167538762,36.96558774,,,3
0211TND,Thindigwa,-1.2003,36.83501,,,2
0211TOA,Onyatta,-1.252666712,36.98690057,,,3
0211TOR,JCL Motors,-1.235459179,36.84377521,,,0
0211UNN,Kwa DO/Kiambu-Limuru Junction,-1.175178409,36.83390737,,,2
0211UNR,Ndarugu,-1.082378626,37.04124212,,,3
0211USG,GSU,-1.289595366,36.94918871,,,3
0211USM,Museum,-1.272559404,36.81514263,,,0
0211UUN,Kihunguro,-1.160512894,36.95837528,,,3
0211VIN,Kwa Ng'ethe/Five Star,-1.189941287,36.83972239,,,2
0211VSI,Naivas,-1.247141361,36.87245607,,,3
0211VSR,KCA University,-1.253401667,36.85903167,,,0
0211WAK,Kware,-1.189207166,36.93022817,,,3
0211WKN,Kahawa Wendani,-1.196332454,36.92354679,,,3
0211WOK,Kwa Roy,-1.168955684,36.96902633,,,3
0211WSR,Car Wash,-1.211076379,36.90636992,,,3
0211WTH,Witethie,-1.068227291,37.05049038,,,3
0211XLE,Lex,-1.247168183,36.87139392,,,3
0211YMY,Muyuyu Avenue,-1.271511912,36.84884727,,,0
0211YTA,SDA Ikinu,-1.102636099,36.7995429,,,2
0211YTC,Centy Club,-1.233944893,36.98972225,,,3
0212APT,Allsops,-1.245156527,36.86778367,,0013ALS,3
0212BST,Bus Station,-1.287186742,36.83025956,0.0,0006BSS,0
0212DDT,OTC,-1.284877,36.831024,0.0,0010OTC,0
0212GBT,Gikomba,-1.284134,36.840596,,,0
0212GRD,OTC,-1.28614068,36.83066726,0.0,0010OTC,0
0212GTP,Githurai,-1.205374,36.918576,,,3
0212KRT,OTC,-1.284054,36.831179,0.0,0010OTC,0
0212KUS,Odeon,-1.282739639,36.82445526,0.0,0004ODN,0
0212NGS,Bus Terminal,-1.286972165,36.82940125,0.0,0006BSS,0
0212RSY,Roysambu,-1.220458746,36.89239025,,,3
0212RUS,Ruaka Stage,-1.207161,36.785845,,,2
0212SNT,Odeon,-1.282830834,36.82492197,0.0,0004ODN,0
0212TKT,Town Terminal,-1.284149,36.827805,,,0
0213BDT,Baba Dogo Terminal,-1.244217,36.887409,,,3
0213DRD,Ndumberi,-1.151558,36.805577,,,2
0213GGD,Githunguri Terminal,-1.056368,36.77893,,,2
0213GHD,Githurai,-1.204341,36.916884,,,3
0213KHO,Kiambu Hospital,-1.170494556,36.83054924,,,2
0213LUD,Lucky Summer Terminal,-1.239762,36.897502,,,3
0213MAT,Mathare North Terminal,-1.252119,36.867298,,,0
0213MKU,KU,-1.181746,36.937403,,,3
0213MRY,Ruiru,-1.147668958,36.95931673,,,3
0213NGB,Ngumba Terminal,-1.233753,36.884501,,,3
0213PGG,Proggie,-1.209074,36.928213,,,3
0213RNS,Rounda,-1.262183189,36.87871099,,,0
0213STG,Mwiki,-1.233935,36.930523,,,3
0213TKD,Thika Town,-1.035427,37.076427,,,3
0213TMA,Kiambu Bus Terminus,-1.168987155,36.82630062,,,2
0213WTD,Westlands Terminal,-1.262242,36.803652,,,0
0300AHE,Phase 3A Ruti,-1.266217232,36.91043615,,,3
0300AIA,AIC Ziwani,-1.279698014,36.8373996,,,0
0300AOK,Chokaa,-1.249862641,36.9510904,,,3
0300AOU,Hannah Court,-1.257162094,36.90417051,,,3
0300AYM,MYSA,-1.260761619,36.9099775,,,3
0300BAS,Base/Moi Forces Secondary School,-1.262131,36.86737,,,0
0300BCM,Eastleigh,-1.272295117,36.8490082,,,0
0300BPS,BP/Dandora Inn/Shell,-1.254669,36.894599,,,3
0300DSC,Dandora Secondary School,-1.251148582,36.89890265,,,3
0300E2S,Sector 2,-1.267547607,36.91185236,,,3
0300ENG,Majengo,-1.283915967,36.84353918,,,0
0300EQT,Equity Ngara,-1.278382,36.830223,0.0,,0
0300FM,FM,-1.269350052,36.8405807,,,0
0300FTY,Stage 41/Cinema,-1.249061823,36.90123081,,,3
0300GER,Gertrudes,-1.26675,36.911144,,,3
0300GHT,Gate 8,-1.26878,36.912987,,,3
0300IDA,Chai Road,-1.269889354,36.83874607,,,0
0300JAS,Junction Auto Spares,-1.259533167,36.87423706,,,0
0300KAR,Kariokor DC/Starehe,-1.277820468,36.83493197,,,0
0300KRE,Kariokor Estate,-1.278406,36.835811,,,0
0300KRG,Kariobangi Terminal,-1.2554,36.878468,,,3
0300LSE,Mowlem Heights,-1.254630089,36.91026449,,,3
0300MAA,Mamba,-1.269071102,36.84166968,,,0
0300MAR,Imara Primary,-1.271367073,36.91913724,,,3
0300MF,FM,-1.269394487,36.84032589,,,0
0300MIA,Masimba,-1.278238893,36.90805167,,,0
0300MLG,Mlango Kubwa,-1.267418861,36.84371352,,,0
0300MSB,Maili Saba,-1.254447,36.911404,,,3
0300MUT,36 Stage/Mutarakwa Road,-1.26148,36.886445,,,3
0300NFI,Infill B,-1.265809536,36.90701365,,,3
0300NGE,New Ngara Estate,-1.27975,36.831313,,,0
0300NME,Stage 41/Cinema,-1.248333692,36.90292597,,,3
0300NRG,Nigeria,-1.266320676,36.84835106,,,0
0300OBI,Kiboro,-1.266068548,36.85360283,,,0
0300OLE,Ole Suyean Guest Hs,-1.257796,36.911965,,,3
0300OPE,Mathare Worship/OiLibya,-1.265932918,36.85148656,,,0
0300PST,Posta,-1.276744,36.827354,,,0
0300R0D,Rounda,-1.264304,36.908472,,,3
0300RND,Rounda,-1.262510419,36.87836766,,,0
0300SAU,Junction Autospares,-1.26065585,36.87414587,,,0
0300UIH,Huruma Baptist,-1.257554412,36.87450528,,,0
0300UJT,Koma Junction,-1.265444756,36.90466136,,,3
0300UNE,Tushauriane,-1.266433364,36.91608489,,,3
0300ZII,Riziki Academy,-1.280770898,36.83852881,,,0
0300ZIN,Ziwani,-1.27959913,36.83720112,,,0
0300ZWN,Ziwani,-1.279070377,36.8366003,,,0
03014HM,K Mall/Phase 4,-1.266399622,36.9055599,,,3
0301ACC,AIC Church,-1.256619,36.89799,,,3
0301AIC,AIC Church,-1.256840229,36.89734697,,,3
0301AIZ,AIC Ziwani,-1.2796,36.837297,,,0
0301ALB,Amana/Jay Community,-1.266201138,36.84903502,,,0
0301ASN,Nasra,-1.278496385,36.89960808,,,0
0301ASP,Posta,-1.246273756,36.9058013,,,3
0301AUN,Dunia,-1.254611491,36.89359188,,,3
0301AWB,Kwa Mbao,-1.261723369,36.88488275,,,3
0301BAS,Base/Moi Forces Secondary School,-1.261668205,36.87157631,,,0
0301BHS,BH,-1.26582,36.857434,,,0
0301EGG,Garage,-1.272053719,36.88151121,,,0
0301FLT,Flats,-1.261775494,36.87243462,,,0
0301FM,FM,-1.269270301,36.84083819,,,0
0301GEE,Garage Stage,-1.279173821,36.85001403,,,0
0301ICH,Kwa Chief,-1.262082785,36.8673116,,,0
0301IDB,Bridge,-1.271688938,36.88144416,,,0
0301III,AIC Ziwani,-1.279724836,36.83740765,,,0
0301IRA,Kariokor Estate,-1.278324723,36.8358171,,,0
0301JUN,Saika Junction,-1.259587,36.912356,,,3
0301KDC,Kariokor DC/Starehe,-1.277831197,36.83524847,,,0
0301KMB,Karambe,-1.26688242,36.84544086,,,0
0301LJH,Shujaa Mall,-1.280910373,36.90560013,,,0
0301LLS,Danmills,-1.256904602,36.90488935,,,3
0301MAP,Mathare Worship/OiLibya,-1.265889,36.85133,,,0
0301MBK,Karambe,-1.26688242,36.84569836,,,0
0301MBP,Mamba,-1.268920898,36.84192181,,,0
0301MF,FM,-1.26927495,36.84076846,,,0
0301MJA,Meja,-1.26383695,36.86103255,,,0
0301MLG,Mlango Kubwa,-1.267348,36.843678,,,0
0301MOH,Dandora Secondary School,-1.251423597,36.89833403,,,3
0301MSB,Maili Saba,-1.254436,36.911444,,,3
0301MTS,Mother Teresa Road,-1.257648,36.874272,,,0
0301MYA,MYSA,-1.26052022,36.9099775,,,3
0301NGE,New Ngara Estate,-1.27906,36.830823,,,0
0301NUN,Junction,-1.257394284,36.92254096,,,3
0301OIO,Motito,-1.2532382,36.89702511,,,3
0301OSK,Rocks,-1.272890568,36.91107184,,,3
0301PST,Posta,-1.276317,36.826705,,,0
0301RDR,Rounder,-1.262059808,36.87932253,,,0
0301ROD,Rounda,-1.264495254,36.90829575,,,3
0301/RR,Garrisa/Eastleigh,-1.271164655,36.84863806,,,0
0301SNT,St. Teresa,-1.266469359,36.84768856,,,0
0301.ST,St.,-1.250114769,36.95165366,,,3
0301TAO,Total,-1.269822121,36.88099623,,,0
0301TOT,Total/Equity,-1.277900934,36.82998598,,,0
0301TTS,St. Teresa,-1.26646015,36.84768319,,,0
0301TUJ,Jay Community,-1.26619041,36.84930593,,,0
0301URE,Slaughter,-1.254615515,36.93104893,,,3
0301WAI,Ziwani,-1.278979182,36.83655739,,,0
0301WTE,Twisters,-1.256723732,36.92509979,,,3
0301YAM,Mayaka,-1.266753674,36.88020498,,,0
0302RND,Rounda,-1.262419224,36.87848568,,,0
0303GKM,Gikomba Market,-1.284048557,36.84055388,,,0
0303KND,Kanisani/Komarocks Phase 2,-1.26901,36.91362,,,3
0303KRG,Kariobangi Terminal,-1.255571,36.878086,,,3
0303KST,Kariobangi Terminal,-1.255300641,36.87857151,,,3
0303PGT,Pangani Terminal,-1.265042424,36.83852613,,,0
03106SE,36 Stage/Mutarawka Rd,-1.261405349,36.886307,,,3
0310AAA,Garrissa Road,-1.273298264,36.84901357,,,0
0310ACC,AIC,-1.256659,36.897995,,,3
0310ADA,Adam,-1.252770156,36.95882589,,,3
0310AE.,St. Teresa,-1.266748309,36.84679806,,,0
0310AEA,Karambe,-1.266937584,36.84578151,,,0
0310AMB,Mamba,-1.269012809,36.84180379,,,0
0310ANS,Naivas,-1.28005743,36.90106988,,,0
0310BAO,Kwa Mbao,-1.261877,36.883988,,,3
0310BH,BH,-1.265987277,36.8577683,,,0
0310CHF,Kwa Chief,-1.262392,36.866339,,,0
0310DUN,Dunia,-1.255699,36.893,,,3
0310EAS,St Teresa,-1.266946793,36.84782267,,,0
0310ENA,Jestan,-1.24669075,36.90515757,,,3
0310EQT,Equity,-1.252438,36.897528,,,3
0310FLT,Flats,-1.261518002,36.86983287,,,0
0310FRC,Moi Airforces Stage,-1.265825629,36.85876608,,,0
0310GEG,Garage,-1.279392242,36.84970289,,,0
0310GTR,Gate 3A,-1.266197,36.910637,,,3
0310HAA,Johnsaga,-1.262124896,36.87444091,,,0
0310IES,Seniors,-1.260500282,36.88973218,,,3
0310IKE,KIE,-1.273676633,36.8256011,,,0
0310IKK,Kariokor,-1.279526353,36.8335399,0.0,,0
0310JAK,Koja,-1.281126469,36.82275742,0.0,0002KOJ,0
0310JAY,Jay Community,-1.266222596,36.84930325,,,0
0310JMT,Umoja 2 Market,-1.27974093,36.89740598,,,0
0310JNH,Johnsaga,-1.262129545,36.87400639,,,0
0310JST,Johnsaga,-1.26190424,36.8740654,,,0
0310JUN,Saika Junction,-1.259552,36.912367,,,3
0310LBW,Mathare Worship/OiLibya,-1.265927553,36.85128272,,,0
0310LMH,Shujaa mall,-1.28102839,36.90559745,,,0
0310MBO,Kwa Mbao,-1.254903674,36.90995336,,,3
0310MPP,Mowlem Police Post,-1.25667,36.905902,,,3
0310MSB,Maili Saba D,-1.254506,36.910782,,,3
0310NPI,Patanisho,-1.2802881,36.9113481,,,0
0310OGP,Ogopa Stage,-1.256158,36.90881,,,3
0310OSO,Soko,-1.262140274,36.88179016,,,0
0310OYT,Thayo,-1.262593925,36.86569154,,,0
0310PGG,Pangani Girls' School/Chai Road,-1.270181537,36.83751225,,,0
0310PGP,Pangani Police Post,-1.270299554,36.83567226,,,0
0310PHI,OiLibia/Worship Center,-1.265944362,36.85139537,,,0
0310PSE,Phase 4 Stage,-1.266817,36.906195,,,3
0310RIS,Wamwaris,-1.261084,36.888065,,,3
0310SEN,Seniors,-1.260172,36.890758,,,3
0310SKA,Saika,-1.256804,36.907785,,,3
0310SNT,St. Teresa,-1.26655519,36.84740424,,,0
0310STP,Posta,-1.245532036,36.90676689,,,3
0310TAO,Thayo,-1.26291275,36.86436117,,,0
0310TEN,Number 10,-1.263894439,36.86114252,,,0
0310TOE,Mowlem Police Post,-1.256797314,36.90077484,,,3
0310TON,Tononoka,-1.257512,36.90233,,,3
0310TOT,Total,-1.258177,36.893397,,,3
0310TUA,Thawabu Primary,-1.27771318,36.91569865,,,3
0310UYU,Muyuyu,-1.271332562,36.85035467,,,0
0310WSJ,Kwa Jose,-1.26605165,36.855129,,,0
0310YAO,Day to Day,-1.274941206,36.8495822,,,0
0311AG1,Stage 41,-1.248204946,36.90271139,,,3
0311AGP,Agip/Olympic,-1.263910532,36.86083674,,,0
0311ASV,Naivas,-1.269891858,36.91333294,,,3
0311AUL,Huruma Flats,-1.261518002,36.869452,,,0
0311BAO,Kwa Mbao,-1.261797,36.88445,,,3
0311BET,Bethany,-1.250111,36.905767,,,3
0311CHF,Kwa Chief,-1.262059808,36.86740279,,,0
0311CIN,41 Stage,-1.252140999,36.90281868,,,3
0311DIZ,Kwa Mandazi,-1.254192,36.90031,,,3
0311DTB,Bee Center/ Roundabt,-1.282739639,36.90278649,,,0
0311ENA,Sosian Estate,-1.281377077,36.90535605,,,0
0311EPC,PCEA Kayole,-1.270680428,36.91300035,,,3
0311ESL,Shule,-1.268368363,36.99223816,,,3
0311FOR,Moi Forces Stage,-1.265525222,36.85909331,,,0
0311FTY,Cinema,-1.25074625,36.90485716,,,3
0311GAM,Mwangaza,-1.273444623,36.91087872,,,3
0311GHS,Eastleigh,-1.279612899,36.84794068,,,0
0311GIO,Rail Crossing,-1.257070899,36.90164655,,,3
0311INP,Pangani,-1.263631582,36.83760613,,,0
0311ION,Huruma Police Station,-1.260638237,36.87404394,,,0
0311ISN,Naivas,-1.269829005,36.91330343,,,3
0311JOD,Joada/Ogopa,-1.256726,36.907904,,,3
0311JSG,Johnsaga,-1.261941791,36.87395275,,,0
0311JUA,Jua Kali/Wamilebe,-1.246175766,36.90839767,,,3
0311KAR,Kariokor,-1.278042,36.833852,,,0
0311KEW,Kwa Jose,-1.265884638,36.85350895,,,0
0311MAI,Cinema,-1.25019443,36.8997395,,,3
0311MAN,Amana/Jay Community,-1.266112804,36.84904575,,,0
0311MBS,Masimba,-1.274378031,36.91058367,,,3
0311MNA,Amana,-1.266152859,36.84933811,,,0
0311NJO,Kiamaiko Junction,-1.256271601,36.87679052,,,3
0311NNE,Marigo Nne,-1.254787,36.899631,,,3
0311NNU,Guru Nanak,-1.269485682,36.83166593,,,0
0311OTG,Gate Ndogo,-1.25900209,36.91234052,,,3
0311PGG,Pangani Girls' School/Chai Road,-1.269865036,36.83823109,,,0
0311PGP,Pangani Police Post,-1.270257,36.835758,,,0
0311PQZ,Qwema plaza,-1.279778481,36.90616071,,,0
0311PSE,Phase 4,-1.266779,36.906209,,,3
0311.RE,St. Teresa,-1.266437173,36.8476671,,,0
0311RIS,Wamwaris,-1.261081,36.887801,,,3
0311RSA,Car Wash,-1.251675814,36.95511371,,,3
0311RTO,Kenol Petrol Station,-1.272629231,36.91129178,,,3
0311SAN,Naivas/Summer,-1.280062795,36.90116912,,,0
0311SAS,Hass,-1.262724996,36.86542064,,,0
0311SBE,Phase 5B,-1.265761256,36.9070673,,,3
0311SEN,Seniors/New Jerusalem,-1.260132,36.890638,,,3
0311SOK,Soko,-1.262113,36.881741,,,0
0311TEN,Number 10,-1.262975,36.863945,,,0
0311THY,Thayo,-1.262537241,36.86572909,,,0
0311TON,Tononoka,-1.257539,36.90247,,,3
0311TOT,Total,-1.258218884,36.89343095,,,3
0311WAK,Kwa Mandizi,-1.254234642,36.96483403,,,3
0311WMI,Pumwani Hospital,-1.279858947,36.84678197,,,0
0312BSK,Bus Station,-1.286348,36.829349,0.0,0006BSS,0
0312EST,Eastleigh Terminal,-1.272252202,36.85048342,,,0
0312GKM,Gikomba Market,-1.284126,36.840649,,,0
0312NGR,Ngara,-1.275796,36.824732,,,0
0312SOK,Soko,-1.262070537,36.88188672,,,0
0313DDS,Dandora Terminal,-1.245059,36.90846,,,3
0313EST,Eastleigh Terminal,-1.27225,36.848948,,,0
0313JST,Johnsaga,-1.262041,36.874019,,,0
0313RND,Rounda,-1.262389,36.878748,,,0
04001ES,Step 1,-1.264604062,36.91691369,,,3
04001LV,First Love,-1.28248,36.89671,,,0
040056_,56,-1.265119046,36.88655108,,,0
0400AAS,Naivas,-1.294698447,36.87670738,,,0
0400ACS,Solace,-1.258579856,36.91663206,,,3
0400AFP,Pefa,-1.299487352,36.88998699,,,0
0400ALF,Supa Loaf,-1.268294817,36.90245926,,,3
0400AOS,Isiolo Road,-1.308322549,36.84412122,,,0
0400AP1,Avenue Park 1,-1.313767433,36.89343095,,,0
0400AP2,Avenue Park 2,-1.311460733,36.89200938,,,0
0400ARR,Umoja 1 Primary,-1.281800866,36.88670397,,,0
0400.AS,S.K.A.,-1.295898557,36.83969289,,,0
0400AZS,Mwangaza SDA,-1.273707479,36.91088676,,,3
0400BDC,Dc Bahati Office,-1.291113,36.857319,,,0
0400BEC,Bee Centre,-1.283356547,36.90285623,,,0
0400BER,Bee Centre/Roundabt,-1.282707453,36.90243244,,,0
0400BFA,Bifa,-1.29074,36.88251,,,0
0400BFR,Biafra,-1.286574,36.851751,,,0
0400BHC,Bahati Clinic,-1.290378571,36.85900748,,,0
0400BKB,Kiambiu,-1.278662682,36.87269747,,,0
0400BNB,Kobil,-1.328943372,36.89176798,,,0
0400BPS,Buru Roundabout,-1.277407408,36.87764347,,,0
0400BRB,Neighbours,-1.277691722,36.87609315,,,0
0400BSA,Busia Road,-1.310838461,36.8478173,,,0
0400CBN,Cabanas,-1.335820556,36.8922776,,,0
0400CHK,Chokaa,-1.250805259,36.95283651,,,3
0400CIN,Nacico,-1.288915604,36.83978945,,,0
0400CKC,KCC,-1.275794274,36.88840449,,,0
0400CKW,Kwa DC,-1.297709477,36.86717749,,,0
0400CLT,Caltex,-1.301525831,36.88736916,,,0
0400CLX,Caltex,-1.278657317,36.88319027,,,0
0400CMT,Chemist,-1.319169402,36.89682126,,,0
0400CNK,Centy Club,-1.233871,36.990191,,,3
0400CNR,Corner,-1.269494891,36.88159704,,,0
0400CNT,Connection,-1.321095228,36.89809799,,,0
0400CRN,Crown,-1.314108,36.852687,,,0
0400CRS,Crescent,-1.306163,36.88208,,,0
0400CST,Cathsam,-1.28459,36.89394,,,0
0400CSV,Mahutini/Southend,-1.269586086,36.88275039,,,0
0400CTB,Country Bus,-1.286757588,36.83513582,,,0
0400CTE,Caltex,-1.278651953,36.88328147,,,0
0400CWN,Crown,-1.307351589,36.85634673,,,0
0400DAA,Daraja,-1.316336989,36.86189622,,,0
0400DC,DC,-1.296924716,36.86363697,,,0
0400DNB,Doni Beach,-1.304934,36.883006,,,0
0400DNE,Dune,-1.269948,36.994619,,,3
0400DSP,Dayspring,-1.263539,36.887485,,,3
0400EAM,Cinema,-1.254009336,36.89589053,,,3
0400EES,St. James/Southern Bypass,-1.324034929,36.84516728,,,0
0400EIH,White House,-1.292953491,36.88602269,,,0
0400ELO,Nile Junction,-1.297733188,36.86740011,,,0
0400ENA,Nasra Stage,-1.27047658,36.90050393,,,3
0400EPA,Epren Academy,-1.29582,36.89553,,,0
0400ERE,Getrudes,-1.26669234,36.91084921,,,3
0400ESH,Phase 2,-1.268019676,36.91191137,,,3
0400EST,East Capital,-1.275336742,36.89150512,,,0
0400ETR,Bee Center,-1.283599466,36.90161973,,,0
0400EUL,Shule,-1.268600589,36.99248493,,,3
0400EXP,Express,-1.314765,36.85437,,,0
0400FAH,Fedha,-1.314427257,36.89381182,,,0
0400FDA,Fedha,-1.314711571,36.89403713,,,0
0400FDE,Fedha Estate,-1.313642,36.895661,,,0
0400FDS,Friends Centre,-1.293532848,36.86470985,,,0
0400FNN,Friends Inn,-1.265337467,36.88618362,,,0
0400FSX,56,-1.264897585,36.88704193,,,0
0400GAM,Stage mpya,-1.312631696,36.89277381,,,0
0400GAO,Mogas,-1.297627455,36.87245071,,,0
0400GGE,Garage,-1.277487874,36.87710702,,,0
0400GMT,General Motors,-1.325933933,36.87072337,,,0
0400GNS,Green Span Estate,-1.28595829,36.90415978,,,0
0400GPM,N,-1.2857759,36.88759446,,,0
0400GRS,Grand Supermaket,-1.283667684,36.89423561,,,0
0400HAJ,Shujaa Mall/Sosian Estate,-1.281056732,36.90553576,,,0
0400HAW,Car Wash,-1.291440725,36.90125227,,,0
0400HCC,Hillocks Country Club,-1.319164,36.865314,,,0
0400HDH,Hodihodi,-1.29309,36.866034,,,0
0400H/M,Southfield/Nakumatt,-1.330114245,36.89019513,,,0
0400HMN,Harmony/Pioneer,-1.265777349,36.87992871,,,0
0400HNB,Hornbill,-1.27876,36.888656,,,0
0400HRB,Harambee,-1.283695,36.873042,,,0
0400HRS,Harambee Sacco,-1.292744279,36.8991065,,,0
0400HRU,Uchumi Jogoo road,-1.296225786,36.86018765,,,0
0400IAC,Nacico,-1.28891024,36.83978945,,,0
0400IAK,Park Inn,-1.320333481,36.8979156,,,0
0400IBO,Kobil,-1.277923948,36.87480032,,,0
0400IEA,Mawe Mbili,-1.263300544,36.97978199,,,3
0400IGM,Dayspring Market,-1.264328957,36.88785195,,,3
0400IIA,OiLibya,-1.297770739,36.85511023,,,0
0400ILC,Civil,-1.263976425,36.88767761,,,3
0400IND,Industrial Area,-1.30012,36.83574,,,0
0400INR,Kenol Petrol Station,-1.284016371,36.88041419,,,0
0400IOI,Kioi,-1.277087063,36.9160822,,,3
0400IOR,Simba Court,-1.329807043,36.8549788,,,0
0400IRJ,New Njiru,-1.249476439,36.94231689,,,3
0400IWK,Kwa Maji,-1.27112335,36.89993799,,,3
0400JMC,M,-1.285067797,36.88740671,,,0
0400JNC,Junction,-1.26347,36.92213,,,3
0400JNT,Junction,-1.27849102,36.88909113,,,0
0400JNV,Jana Villa,-1.289892,36.852357,,,0
0400JSC,Jerusalem Shopping Centre,-1.286124587,36.86716676,,,0
0400JSF,House of Manji,-1.309711933,36.85724258,,,0
0400JSK,Jeska,-1.287991405,36.89165533,,,0
0400KAG,KAG Bahati,-1.288924813,36.86226368,,,0
0400KBE,Kobe,-1.227264,36.990311,,,3
0400KBL,Kobil,-1.328278,36.892562,,,0
0400KCB,KCB,-1.259275675,36.87918305,,,0
0400KCU,Cooperative Umoja,-1.28468,36.88505,,,0
0400KDO,Kwa DO,-1.27476275,36.91045225,,,3
0400KFW,Kwa Chief,-1.267858744,36.88544869,,,0
0400KHE,Bao Kithe,-1.269543171,36.88111424,,,0
0400KIN,JackNice,-1.312132806,36.89903408,,,0
0400KMJ,Koma Junction,-1.265503764,36.90462649,,,3
0400KMK,Kamakis,-1.171282,36.972865,,,3
0400KNA,Kirwa,-1.287809014,36.89101696,,,0
0400KNP,Kenpoly,-1.304277,36.883407,,,0
0400KNS,Kanisani,-1.26881361,36.91386938,,,3
0400KOI,Kioi,-1.279145479,36.91538215,,,3
0400KON,Kona,-1.268641949,36.92062855,,,3
0400KOT,Kotini,-1.295061707,36.86240315,,,0
0400KPS,Kayole Police,-1.26433,36.92351,,,3
0400KRT,Kartasi,-1.315172911,36.85996771,,,0
0400KRY,Kwa Roy,-1.168246,36.967919,,,3
0400KSD,Kisumu Ndogo,-1.299632192,36.88978314,,,0
0400KSP,Kariobangi South Primary School,-1.26747787,36.88548625,,,0
0400KTA,Katami,-1.294339067,36.85162604,,,0
0400KTN,Kitindo,-1.326507926,36.89534605,,,0
0400KWA,Kwal,-1.306381,36.841321,,,0
0400KWC,Kwa Chief,-1.280111074,36.89634919,,,0
0400KWR,Kware,-1.30734086,36.88961148,,,0
0400KYB,Kampala Road,-1.311637759,36.84987187,,,0
0400KYJ,Kayole Junction,-1.257650256,36.92249,,,3
0400LBM,Bobmil,-1.331373453,36.86259627,,,0
0400LET,Hurlingam Stage 2,-1.252634525,36.95800781,,,3
0400LKN,Likoni,-1.296405,36.855267,,,0
0400LLE,Belleview,-1.31956256,36.8377912,,,0
0400LNC,Falcon Road/Kobil,-1.322473884,36.86962634,,,0
0400LRA,Astrid Petrol,-1.249117023,36.94894195,,,3
0400LTM,Mbotela,-1.296204329,36.86025202,,,0
0400MAE,Dar Es Salaam Road,-1.30415976,36.83893651,,,0
0400MAJ,Umoja 2,-1.278320879,36.90018743,,,0
